50.107800825316,14.3954832993912,1
50.107010171459,14.3955705433676,1
50.1069761122304,14.3942505040723,1
50.1077789304619,14.3942125719086,1
50.1059930789811,14.3848357733581,2
50.106540127041,14.3868259724472,2
50.1078546899616,14.3858121004314,2
50.1074496607648,14.3843144750276,2
50.1065933020435,14.3842783876684,2
50.1054701523565,14.3835501055097,3
50.1056338160424,14.3845452925475,3
50.106206634539,14.3843156340003,3
50.1060675221054,14.3832566529216,3
50.1120569504929,14.3920924739611,4
50.1121387711518,14.3934257694157,4
50.1109237199908,14.3936171515384,4
50.1108909909136,14.3921435091939,4
50.1101557575608,14.3900049059139,5
50.1102417643449,14.391643735622,5
50.1097996878309,14.3916920153842,5
50.1097412026946,14.3900451390491,5
50.1280806394084,14.3791296878878,6
50.1295265333195,14.3810964489604,6
50.131365647252,14.3787868579761,6
50.1298041399516,14.3776501061635,6
50.1289713152242,14.3776501061635,6
50.128392956192,14.3781914165505,6
50.1045164168083,14.4490538191158,7
50.1045370608812,14.4498906683285,7
50.1051013287616,14.4498692106563,7
50.1050910068478,14.4490699123699,7
50.1048595214848,14.4540013420097,8
50.1048624147191,14.4546689581536,8
50.1052269608417,14.4546644472337,8
50.1052269608417,14.4539517218909,8
50.1032349428316,14.4478958119371,9
50.1030526625367,14.4478867900974,9
50.1030526625367,14.4486310918794,9
50.1032725561395,14.44860853728,9
50.1050863162532,14.4499507127462,10
50.1051155616726,14.4513347325979,10
50.1058484116446,14.4513025460897,10
50.1058552928119,14.4500150857626,10
50.0764904907405,14.5398463924451,11
50.0764036422334,14.5406493361858,11
50.0747129599569,14.5418943500757,11
50.0742671194237,14.5417680443188,11
50.0740297221238,14.5413891270479,11
50.0736186167026,14.5396839993291,11
50.0736880995566,14.5389893176658,11
50.0741802668894,14.5384931164778,11
50.0759462375,14.5386374659143,11
50.0763804826049,14.5392058418206,11
50.083086033069,14.4399501107816,12
50.0828621030568,14.4420970712447,12
50.0828815752733,14.4436143577911,12
50.0843711763876,14.4418012003682,12
50.084458798541,14.4405797846983,12
50.0817133259744,14.4240928392656,13
50.081354390231,14.4249228485256,13
50.0810215038733,14.4245123548155,13
50.0813717581514,14.4237770748732,13
50.0817505647018,14.4152849227531,14
50.081864160949,14.4160788566215,14
50.0816645067596,14.4163148910148,14
50.0815027174099,14.4153600246055,14
50.0821018086866,14.4186511306703,15
50.0816938956599,14.4190185933053,15
50.0815510392222,14.4184580116212,15
50.0819847707049,14.4180878667772,15
50.0789106928569,14.3920984115308,16
50.078924462929,14.3936862792676,16
50.0795785367984,14.3935468043988,16
